,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,label
4860,-2.744,1.995,4.543,,3.194,-1.843,-1.0,-1.07,,-3.919,,0.65,-0.175,-1.734,-5.6231394,-3.6499128,4.8128166,E
4861,-3.153,2.01,-0.492,-2.07,,-1.031,,-2.628,-2.29,-0.634,1.103,0.521,-2.887,,-5.5031886,-2.9922,5.0623884,G
4862,-6.504,-3.749,-0.223,-0.115,3.197,-1.868,1.233,-1.526,-1.795,0.153,-1.363,,-0.322,,1.7013758,-0.5939565,-3.792788,E
4863,-3.341,-4.72,-2.895,3.625,-1.463,1.136,,1.025,0.352,-0.463,-1.198,0.834,0.463,-0.851,9.158855,4.4572,-7.8067265,A
4864,-0.169,4.715,-5.358,-0.657,-0.976,3.096,,,1.122,-1.069,,-1.156,0.516,-0.521,,,4.782854,G
4865,-2.053,0.827,3.615,-1.395,4.001,0.094,,2.469,,-0.571,-0.135,,-1.026,-1.272,-3.1314774,-1.0872782,2.1358743,G
4866,10.44,-5.984,-2.378,-1.852,0.728,-0.041,,-1.65,,,-0.027,0.136,-1.434,0.413,-4.247298,-1.6227218,3.0378103,A
4867,-0.906,1.379,4.89,-0.742,-3.05,-3.12,-0.848,-1.411,-3.02,3.357,,-2.02,2.209,-0.584,0.11045945,-2.2164607,-2.3443618,A
4868,3.153,0.764,4.399,,,8.051,3.343,0.059,-0.756,-0.579,0.513,-1.832,,1.484,-3.3434095,4.7654867,6.3096952,B
4869,-2.521,-0.596,,0.433,1.703,1.765,0.534,,3.8,0.01,-0.704,1.053,1.687,,1.0724072,1.8305042,-1.0166821,B
4870,-3.479,-0.754,,-1.571,2.723,-1.613,2.947,-0.384,0.576,0.535,0.897,1.277,-0.634,-0.239,-3.9466605,-2.8205652,3.424912,E
4871,-6.185,0.07,-4.502,-2.029,-0.133,1.272,-0.047,,-0.956,-0.297,2.035,0.292,,-1.628,-7.109269,-1.9766175,8.3849125,G
4872,9.274,-3.709,,-3.694,1.245,1.011,-0.068,-0.24,-0.333,,-0.552,-0.733,-0.91,0.049,-8.368046,,5.7545524,A
4873,-2.353,3.179,4.034,-1.974,-1.479,-2.516,-1.229,-0.061,2.69,-0.048,1.902,2.326,,-1.206,-5.5399537,-4.2344866,5.563139,B
4874,-2.675,0.972,,-1.246,-0.775,1.499,-0.684,,1.178,-1.081,0.772,0.231,1.811,-0.239,-4.1520023,-0.52761734,4.6427994,G
4875,-3.858,3.786,,-0.486,-0.819,-1.614,,0.775,2.466,0.178,0.736,-1.61,0.255,-0.343,,-1.7979131,1.2690816,G
4876,-6.154,,-4.341,-0.957,,0.101,-0.143,-0.725,-0.799,0.299,1.398,0.282,,,-3.6045551,-1.4618609,4.522828,G
4877,4.263,1.141,2.388,0.78,-2.88,6.835,3.853,,-1.393,,,-0.435,,0.125,0.27021694,5.3843217,1.3697749,B
4878,5.949,-5.18,-2.297,-2.446,-0.361,-1.774,0.647,-2.895,3.235,0.451,,0.459,-0.166,,,,2.0913029,A
4879,11.317,-4.79,-3.136,-4.383,1.206,-1.264,0.987,-0.681,2.156,0.261,0.732,,0.643,0.912,-10.418053,-4.9654956,8.051913,A
4880,8.672,-4.02,-0.307,-5.111,-1.893,-1.896,-0.39,-0.17,,-0.925,-2.712,0.917,0.256,0.757,,-4.2872,1.8582897,A
4881,6.343,0.864,-1.218,6.689,,-3.163,,2.278,-2.47,-1.441,-0.739,1.391,2.466,-1.0,17.298265,,-14.823372,A
4882,9.919,-6.056,-2.587,-1.151,0.7,1.892,-0.072,-0.725,,2.654,1.188,-1.384,-0.844,0.758,-4.4711924,-0.4051478,5.584541,A
4883,-7.078,-1.402,-1.388,-2.026,0.91,,0.736,-1.274,-2.903,-0.213,,1.074,-1.159,-0.647,-6.162781,-2.4654088,6.5015936,E
4884,5.986,-0.495,-0.994,5.338,-2.53,-4.435,,-0.073,-3.33,-2.145,-1.32,,,-0.406,15.174146,2.5193043,-14.555903,A
4885,2.266,3.179,-0.518,1.473,3.42,-0.868,3.082,0.949,,-0.118,1.903,4.734,-1.788,,1.8680983,-0.20579994,0.8288629,G
4886,6.922,0.369,0.59,5.352,-0.572,-2.43,4.916,2.019,-4.404,-0.857,-2.145,,,-1.931,15.310491,4.1956954,-14.957365,A
4887,-5.457,-0.898,,-1.571,,,0.024,,,2.828,-0.759,1.217,3.685,0.027,,-0.95733035,,G
4888,,-0.244,4.795,-1.901,3.563,1.679,0.676,-1.937,2.739,-0.095,-1.541,0.257,0.408,0.119,,,1.1551592,E
4889,6.906,-4.244,,-2.069,-0.015,,,-1.821,0.678,-0.916,-2.268,-1.411,0.449,-0.15,-1.8734987,-1.975374,-2.4792202,A
4890,-5.413,0.812,2.769,-2.965,1.078,,1.636,-0.239,0.351,-0.153,2.346,1.681,-1.881,-0.676,-8.379023,-5.1090603,8.35081,E
4891,-5.17,2.215,,,-0.464,-1.841,,1.697,-0.818,-0.465,,,-1.378,-0.287,,,3.211923,G
4892,-2.032,5.59,-4.023,-1.851,,-1.705,,-0.404,2.668,-1.836,0.771,,0.037,0.361,,-3.0591912,3.5803642,G
4893,3.405,2.085,2.103,,-2.945,,-1.16,,-2.067,,2.874,0.091,0.82,1.615,-11.04122,-5.5319824,11.329506,B
4894,-2.314,3.046,,-0.919,-0.042,1.978,0.083,-1.518,,0.184,,-0.803,0.771,-1.345,-4.7687016,-0.56145227,6.940943,G
4895,2.03,0.19,3.975,,3.255,,-2.199,-0.012,0.015,1.701,1.322,-0.389,,-1.565,1.8344244,4.649305,2.593929,B
4896,-5.038,,-4.238,-1.339,0.567,,1.425,-1.827,-1.151,0.602,1.234,-1.023,,-0.734,-5.6744847,0.7152175,,G
4897,-0.643,0.791,4.616,,-1.876,-1.034,0.363,-2.81,0.254,0.564,0.186,0.98,-3.425,-0.011,0.27092123,-0.7047826,-0.35987633,B
4898,2.07,-0.334,1.202,2.414,1.908,2.975,1.049,2.825,0.689,,1.125,3.31,-0.053,0.679,3.467897,3.4041305,0.1545651,B
4899,,-3.712,-1.449,2.918,,-0.293,-1.632,-0.524,-1.914,-0.05,-0.08,1.356,-1.74,3.334,6.9346642,2.3935997,,A
4900,,,-2.663,1.328,,0.253,0.187,0.744,1.253,,-2.476,,0.18,0.019,5.384783,2.5404174,-7.1120396,E
4901,-0.42,4.728,-0.671,-1.493,-0.744,-1.397,0.218,-0.673,-1.075,-0.547,1.018,0.084,-1.96,-1.681,-3.9581456,-2.677478,,G
4902,-6.192,-2.686,0.035,-1.534,,-0.107,,-0.166,-1.732,,1.711,2.387,-1.595,0.554,-5.171427,-2.2489653,5.996746,E
4903,2.363,6.979,-4.039,1.399,2.188,0.342,-1.112,,,-0.385,-0.663,0.448,0.57,-0.033,3.7624424,1.7592609,-3.4838302,G
4904,-0.641,,-5.179,-0.765,0.147,1.237,0.17,-2.624,,-0.337,2.644,-0.025,1.396,-0.866,-4.7605915,-1.2012521,7.4727173,G
4905,-3.367,1.96,-1.003,-2.432,-3.153,0.316,1.115,1.33,2.252,-0.318,-0.451,-0.997,,-1.843,,-1.6933999,3.3834393,G
4906,,1.721,1.976,-2.33,-3.146,-0.405,-1.121,-1.712,-1.339,,-0.121,0.087,0.997,-1.751,-5.1367164,-2.2196782,3.4153597,B
4907,12.819,-4.395,-2.594,-2.334,1.355,-0.027,-0.345,1.68,1.218,,0.42,-1.77,,-0.934,,-2.2546437,4.76853,A
4908,11.108,-3.926,,-4.058,1.376,1.116,1.926,-0.078,0.645,1.286,,-1.427,,,-10.056814,,,A
4909,-3.821,-1.214,,0.513,2.504,-0.151,-0.67,1.897,1.659,-3.014,,-2.955,-0.13,1.088,2.8719163,1.1867217,-4.391574,E
4910,-2.873,-0.896,3.301,-1.499,3.165,-2.971,2.188,-0.154,-1.512,,0.794,1.547,2.211,-2.041,-3.2094424,-3.55713,2.2126513,E
4911,-6.143,-3.957,-2.953,1.77,2.172,,-0.75,1.083,,0.702,-0.341,,-0.024,1.55,4.2481513,2.0330868,-3.338468,E
4912,-0.724,3.154,,-3.204,-1.559,-2.224,2.489,0.634,2.729,1.981,-1.081,-2.745,3.007,2.019,-5.5998263,-3.642704,1.7530112,A
4913,-7.294,-2.948,-0.576,-0.832,2.329,-1.399,-1.507,-0.335,-1.351,,0.809,,1.922,0.87,-2.2247236,-2.0003567,2.1399736,E
4914,-0.181,1.352,4.877,-2.218,-3.457,0.314,0.848,,-2.184,,,-0.26,0.165,-3.597,-4.592069,-1.3985304,2.5698545,B
4915,0.675,0.824,2.064,-0.571,-4.281,-1.953,-2.045,,-1.162,2.881,0.361,-0.824,,-2.909,-0.99453443,-1.8981999,0.42899126,A
4916,-1.49,1.945,,-2.138,-4.675,-2.155,1.185,0.145,-3.567,-0.216,-1.498,-0.814,2.824,0.129,-2.751937,-2.4658608,-0.8464279,B
4917,-3.727,-1.213,4.012,1.264,4.106,-0.56,0.112,2.063,1.602,-0.353,-0.757,-1.611,-1.687,-0.722,3.853628,1.1237304,-4.03317,E
4918,3.173,8.337,,0.702,2.623,,-0.204,-0.32,0.863,0.418,-0.738,,0.078,0.373,2.3091247,1.0319479,-2.626702,G
4919,-2.479,0.715,2.413,-0.642,3.625,0.153,-2.492,-2.627,2.487,-1.083,0.181,,3.499,1.207,-1.714663,-0.55218256,1.5490288,E
4920,,-3.698,0.043,10.941,-1.811,0.076,3.058,,,-2.484,-0.507,0.534,0.051,-0.515,25.794748,9.812792,-19.410803,A
4921,,,3.482,-0.126,4.819,1.128,-1.079,0.184,0.485,-3.551,-1.56,-0.74,2.207,0.319,0.82808715,1.3698783,,E
4922,7.651,,-3.014,,0.048,,-0.637,0.924,-0.403,-1.013,,0.019,-0.777,,-6.0017657,-1.7607043,4.066799,A
4923,1.88,-4.453,-1.252,-1.538,2.047,2.183,-1.035,,-1.54,0.988,,0.4,-0.149,,-2.6061635,0.90517396,0.41086555,A
4924,0.153,,0.13,-0.629,,2.891,-3.004,,,0.752,2.221,-1.319,1.179,1.56,-4.6094484,0.16221738,7.4561653,G
4925,0.15,,4.742,-2.191,,-3.423,-3.734,-1.252,,-2.385,-0.68,,-0.631,-0.395,-3.2272873,-3.7112696,0.084792495,A
4926,-3.516,-1.203,4.285,-1.833,,,,-4.614,-0.977,2.123,-2.137,0.507,-0.815,-0.213,-2.6510339,,-0.3690753,E
4927,4.913,-3.02,,7.788,1.428,1.339,-0.258,-1.166,0.486,1.046,,-0.38,-2.429,-0.131,13.285509,5.4197216,-3.2524033,A
4928,-5.386,-3.128,-0.351,-1.195,1.603,,2.94,-1.473,0.537,0.715,-0.873,1.521,-1.602,0.079,,-0.40545216,0.44426727,E
4929,3.195,7.434,-3.129,2.332,2.406,-0.94,0.217,,0.148,0.445,-2.029,0.563,-1.108,-0.035,7.6898556,2.4449825,-8.667581,G
4930,1.514,6.957,-4.996,2.06,,0.548,-2.159,-1.598,0.024,0.176,-0.857,-1.117,-1.403,0.557,5.4092298,2.5591738,-4.8583264,G
4931,-1.305,,-3.394,0.467,0.529,-0.824,,0.093,,0.369,-1.276,-1.304,-0.972,1.275,2.6026158,,-3.9184303,G
4932,7.33,-1.498,0.131,,-1.923,-4.411,-0.97,-0.144,-1.708,-2.51,-1.602,-0.052,,0.948,,-3.1806781,-3.7737148,A
4933,-2.683,,-2.638,-1.933,0.317,-0.894,0.735,0.475,1.484,-0.972,1.452,-0.344,-0.454,0.308,-5.571508,,5.6308765,G
4934,-3.082,-0.758,1.181,-0.836,-1.487,7.885,1.268,-2.306,-0.938,0.908,-2.402,0.239,-1.448,-0.291,,5.4002957,1.6366758,B
4935,-2.957,,4.794,-3.384,-0.038,0.405,0.957,1.519,,,-2.174,-2.861,0.946,2.262,-5.8693867,-1.6114955,1.5378237,B
4936,2.517,3.063,,-2.46,-1.853,5.714,0.265,-1.551,-0.888,-2.034,-0.288,2.018,-1.114,-2.66,-7.3972025,1.5810785,7.2656956,A
4937,,,-3.293,0.69,2.862,-1.484,0.633,-1.003,-0.233,0.194,-0.203,1.89,0.463,0.835,2.3085103,-0.22849569,-2.538481,G
4938,3.774,8.772,-4.346,1.299,2.68,,-0.113,-0.521,1.192,0.767,,-0.623,,0.486,3.6056376,0.9986348,,G
4939,,-0.863,-0.821,-0.961,-3.9,-0.286,-1.415,,-0.771,-1.537,-0.669,-0.208,-2.295,,-1.4777977,-0.68312174,0.07139301,B
4940,10.368,-6.245,-2.61,,1.557,2.336,1.789,,1.828,1.613,1.455,-1.055,-0.108,0.851,-9.159783,-1.865591,9.5270815,A
4941,-7.523,-4.005,,0.018,3.174,0.947,-0.985,0.014,0.76,-2.614,,-1.845,0.947,-0.102,,1.0516696,,E
4942,3.866,-1.631,2.822,1.945,1.315,2.112,-3.653,1.865,,3.403,2.904,-0.042,1.197,-2.348,0.9583297,1.5742259,4.0052557,B
4943,,1.337,5.116,,-1.197,,0.065,-0.993,-0.843,2.325,0.387,,0.486,-3.644,-3.009378,-2.2522693,2.1425166,B
4944,1.684,1.354,3.59,-1.146,0.307,,-1.511,1.972,-0.419,3.34,2.223,,3.829,,-5.298025,-1.209939,,B
4945,-0.167,1.501,3.818,,-5.742,1.227,-1.824,0.891,,1.686,-1.711,1.305,-1.13,-0.011,-3.8824522,-0.3046,1.0345767,B
4946,1.904,6.908,-5.065,0.88,1.774,1.479,-0.088,0.699,0.925,0.21,-0.52,2.365,0.634,-0.28,2.0282254,1.9489391,-1.5806932,G
4947,0.834,2.609,-1.305,1.239,4.428,-1.046,3.587,-1.641,-0.607,0.55,1.839,4.739,1.117,4.187,,-0.48900002,0.97721195,G
4948,5.466,-1.417,-0.532,-2.469,-0.124,,-0.7,-1.819,-0.6,-1.432,-0.673,-1.114,0.498,-0.499,,-3.8018346,0.72758794,A
4949,-3.937,0.669,0.507,,-0.044,-0.223,,2.089,1.882,-1.604,,0.568,0.363,-3.081,-1.0685539,-0.34644353,-1.5666666,E
4950,-7.64,-3.635,-2.424,-0.27,,,0.791,-0.156,-1.129,-2.431,-1.071,-0.842,-1.099,1.266,0.19548965,,-1.3194304,E
4951,-3.666,-2.123,1.111,2.307,2.467,-0.239,-3.276,1.881,-1.007,0.479,,-2.265,,0.341,,1.7593042,-3.6419318,E
4952,11.353,-4.105,-2.094,-2.938,0.778,0.298,0.473,-0.298,1.042,-0.299,1.352,,-1.48,0.186,,-3.03833,7.893709,A
4953,-5.825,-2.698,0.653,-1.478,,-1.75,1.177,-1.134,-1.79,1.254,,-0.368,-0.248,-1.322,-1.0360208,-1.4703563,-2.3852096,E
4954,-6.221,-1.398,-0.886,-1.169,1.048,0.045,1.401,-0.096,,1.277,0.507,0.505,-1.923,-0.406,-3.213034,-1.2396435,,G
4955,,,-2.947,-2.18,,,0.46,0.493,-0.137,-0.434,0.205,1.153,0.477,-0.026,-6.072023,-0.5046695,5.636305,B
4956,0.345,,4.078,2.142,,3.756,-2.583,0.355,1.072,0.544,-1.018,-0.213,-2.563,-1.405,4.642892,,,A
4957,-3.043,-3.202,-2.731,4.289,-4.292,,-2.703,-1.1,1.784,-1.575,-1.039,,-1.624,0.758,,2.9385304,-10.692603,A
4958,4.312,7.621,-3.522,,2.533,0.303,-1.524,-1.423,-0.776,1.159,-1.325,-0.438,-1.03,-0.384,7.079523,3.0629654,-6.793499,G
4959,5.25,0.027,,4.219,,-4.3,2.73,3.1,,,-2.338,-0.762,,,13.522608,2.1353564,,A
4960,,0.067,5.518,0.496,4.138,0.625,-0.32,,0.966,-1.046,-2.179,-3.733,-0.741,1.098,3.041977,1.9026347,-4.8647594,E
4961,-2.625,-2.146,-0.236,2.237,-5.219,-1.003,-2.322,-0.096,1.607,2.246,0.128,-0.79,-0.858,,5.4027343,1.2538087,-4.158272,A
4962,,-3.071,-1.123,-2.525,0.276,,-0.174,0.375,-0.16,,1.026,-1.018,-0.225,0.812,-6.650836,-3.0447826,5.9881043,A
4963,0.722,1.769,1.302,-0.925,-0.374,-2.798,-2.512,2.943,0.024,-1.078,-2.311,,-0.115,0.584,1.0666268,-1.410687,-4.961543,E
4964,6.73,1.052,-0.633,7.852,-0.604,,3.596,,-4.319,-2.941,-3.033,-0.941,-0.59,-1.489,21.85993,6.9875565,-20.791227,A
4965,4.283,1.345,3.42,2.464,-2.383,4.365,0.966,-3.715,,0.828,-0.921,0.108,0.357,0.678,5.0833077,5.3319736,-3.1917973,A
4966,7.764,-4.751,-2.826,-2.325,0.554,-1.209,,-1.802,,,-0.875,,1.072,1.198,-4.1161833,-2.3449826,,A
4967,0.839,1.418,-0.121,-1.247,-1.773,1.869,-0.832,1.414,0.182,-3.081,-0.093,2.136,1.496,-1.43,,0.13190441,,G
4968,12.249,,,,1.75,0.123,-0.203,0.942,,1.043,0.47,-1.741,-1.827,-0.823,-5.672191,-2.0994258,4.8008986,A
4969,-0.018,0.913,,-0.038,-2.469,-4.024,,-1.558,-3.323,3.778,-1.099,-0.779,0.041,-1.05,2.3713758,-2.0076957,-4.7844152,A
4970,,4.601,,-2.549,-3.321,,-1.789,,-1.9,-2.453,,-0.669,-0.083,0.181,-5.324412,-3.1731303,3.2048542,G
4971,,-6.055,-2.49,,2.428,0.232,-0.024,-0.197,1.488,1.451,0.433,,-1.482,-0.575,-8.387502,-3.0319738,6.7703648,A
4972,12.974,-5.002,,,2.015,1.591,0.497,0.707,1.566,,0.552,-1.299,-0.996,0.686,-9.749447,,,A
4973,0.233,0.338,,1.871,,2.518,-0.59,2.096,1.075,,-1.275,0.676,0.046,-1.476,4.6935596,3.8353999,-4.11221,E
4974,,6.403,-5.955,-0.683,,1.578,-0.088,1.166,0.726,0.078,-0.115,2.065,1.18,-0.753,-2.0169127,0.45105216,1.9404658,G
4975,-0.526,1.556,5.24,-1.487,2.575,,-1.297,0.187,1.12,-0.964,0.059,-3.583,-3.054,1.621,-4.0568643,,3.6676311,E
4976,-4.619,,-4.278,-0.122,0.789,3.511,-0.283,-0.319,-1.227,-0.071,,0.216,0.203,,-3.550846,1.0423129,6.794958,G
4977,-5.272,0.613,,-1.293,,-0.442,3.483,1.044,,-1.098,1.643,1.832,-0.619,1.28,-4.4314847,-2.2154348,,G
4978,-0.553,0.645,4.561,-2.783,,,-3.229,-0.439,-0.944,-0.541,1.205,-0.93,,-3.102,-6.925424,-4.2537823,5.858254,A
4979,2.024,,,-3.034,-2.167,,-2.345,-2.056,,2.105,-2.746,2.535,2.032,0.914,-3.5392969,-2.7679126,-2.0240264,A
4980,-0.304,-1.913,2.643,4.705,-4.284,-2.834,-1.007,-1.975,,0.47,1.372,-1.908,,0.212,10.546479,1.6369389,-6.971583,A
4981,-7.599,-4.12,-3.465,1.286,1.441,0.733,-1.164,1.861,-2.957,0.902,0.226,-0.934,-0.589,1.424,2.5043006,1.4651651,-1.23034,E
4982,1.161,4.161,5.943,-2.112,,2.055,0.945,-1.5,-1.109,3.061,-3.131,0.142,-0.53,1.759,-2.5696738,1.001974,-1.4815803,A
4983,,-5.829,-4.474,-2.28,,1.188,-1.13,1.167,1.606,1.78,0.559,,-0.897,0.082,-6.2317686,-1.5158868,5.7490287,A
4984,1.6,1.98,4.349,2.746,,,-0.934,4.884,0.573,-0.025,-0.596,-0.856,-4.19,-0.997,,3.1202433,-5.3852053,E
4985,-1.096,5.04,-4.571,-0.654,0.733,1.756,0.106,-1.09,1.079,-0.723,1.419,,0.907,-0.389,-3.4971356,-0.17261732,5.1293244,G
4986,,-2.801,-1.097,-0.22,1.855,-0.109,-0.489,1.062,0.591,-2.285,-0.297,-0.449,0.397,-1.15,-0.18390667,-0.11233914,-0.30467987,E
4987,-0.631,,,2.076,4.857,-0.807,,-0.407,1.463,-0.658,-0.458,,3.98,0.328,5.52958,,,E
4988,2.022,2.384,,0.076,-4.814,-1.767,-1.181,0.514,-0.202,-0.511,-1.295,-0.257,0.707,0.005,2.0426993,-0.39833903,-3.910543,B
4989,8.709,,-0.635,4.427,-1.228,-1.593,4.485,2.862,-4.792,-1.465,-2.768,-0.867,1.205,-1.644,13.4821825,4.2241735,-14.124147,A
4990,,3.44,-0.353,2.851,3.838,-0.586,,0.331,-2.1,1.144,0.912,5.087,-0.357,2.78,5.920385,1.660209,-3.3261216,G
4991,-8.085,-3.5,-1.716,-1.176,2.084,-0.903,1.506,,-0.422,-0.033,,-0.205,,1.326,-0.8309479,-0.7800521,-1.9228563,E
4992,4.454,6.487,,3.042,2.333,-1.428,-2.417,-1.669,-0.133,,0.161,-0.266,-1.218,0.214,7.3818045,1.6713653,-5.7228174,G
4993,2.718,-2.316,-2.806,-2.854,-1.896,2.305,,,-1.863,-0.063,,2.175,0.257,-0.4,,,,A
4994,9.029,-2.658,0.22,-2.134,-0.154,-3.336,-0.654,-0.248,-1.127,-1.636,-1.136,-0.089,1.626,1.167,-2.6838546,,-0.88285613,A
4995,-6.782,-3.141,-3.144,-0.135,0.246,0.114,-2.377,2.894,0.188,0.745,0.004,1.56,-0.798,0.329,-0.3559394,-0.048,0.30951214,E
4996,-2.618,-1.835,2.529,1.43,0.001,2.247,-1.176,,1.57,2.556,-2.906,1.49,1.583,0.066,,,-6.864909,E
4997,-7.618,-3.516,-2.636,,1.151,0.095,2.048,1.526,-2.398,0.444,0.869,1.712,-0.644,1.245,-1.9372013,-0.7703739,2.6034548,E
4998,1.568,,2.798,3.075,2.757,-0.269,,,-1.092,1.155,-0.025,,-0.733,-1.665,7.236556,2.5178869,-5.404771,E
4999,,,2.992,,-4.299,,,2.981,-1.352,-1.3,,0.571,,0.343,-8.925777,-2.3218958,,B
5000,5.67,0.695,,4.022,-2.562,-2.895,0.708,2.484,-2.654,-2.98,-2.636,,1.082,-0.748,12.868065,2.9914083,-14.018339,A
5001,8.709,-1.983,-0.715,-2.118,-0.519,-5.161,-0.951,0.012,-0.35,-1.856,-0.906,-0.405,1.155,0.908,-2.2368975,-4.623913,,A
5002,-0.126,0.646,3.906,-1.384,-1.201,-1.28,-0.13,-1.096,-0.279,2.322,2.924,-3.465,2.188,,,-3.4541564,7.4516554,B
5003,4.997,,-2.465,-1.575,-1.403,-3.401,-1.471,1.502,-1.481,-1.176,-0.246,-0.37,0.24,0.097,,,-0.05514568,A
5004,,,4.019,,-0.404,,0.13,,-0.645,0.48,-0.171,0.673,-3.24,-2.624,-2.4543571,,-0.05136645,E
5005,-5.606,-4.055,-2.545,1.936,,0.803,-1.686,0.009,1.595,-0.567,-2.477,1.646,-0.191,-1.439,6.6026974,3.4139566,-7.781192,A
5006,-5.555,-0.744,-2.596,-1.834,-2.786,4.14,,0.765,-1.667,0.597,-0.41,0.029,-1.978,,-5.2841086,1.2004348,4.9414616,B
5007,9.882,,-1.695,,-0.831,1.276,1.11,-0.326,-0.514,-0.053,-0.461,-0.046,-1.787,0.564,-8.147524,-2.0343564,5.8203645,A
5008,1.539,2.788,4.938,-1.189,-1.848,3.591,0.606,,-0.328,-0.529,1.717,-0.695,-2.375,0.469,,0.3633306,7.827892,B
5009,2.96,,3.211,,0.602,3.641,0.772,-3.342,-0.517,-0.569,0.836,-0.378,-1.675,-0.573,,-0.4408695,8.531395,B
5010,1.071,4.201,2.915,-3.079,-3.822,-3.504,-1.493,,-0.23,-2.417,0.73,,-1.138,2.002,-6.6206255,,4.397707,B
5011,-1.739,4.974,-4.595,,0.538,,-1.788,-2.997,,,0.913,-1.281,-0.154,-0.093,-0.62667024,-0.6499913,1.5165143,G
5012,-7.125,-1.675,-1.622,,-1.947,1.504,0.512,2.802,0.33,0.161,-0.518,1.169,-0.63,-0.76,,0.000991255,2.241128,B
5013,-4.557,-1.531,3.014,-1.283,2.844,-0.654,-1.184,3.89,0.718,-0.441,-1.559,-2.124,-0.888,-1.169,-1.2337513,-0.7523911,-1.4365231,E
5014,-6.759,-2.999,,,0.181,-1.352,0.476,1.759,-1.324,-0.308,,0.135,,1.684,,-1.5405217,1.4217308,E
5015,,-3.809,,-1.657,0.671,-1.579,,-2.528,1.457,-1.307,,0.715,-0.674,0.738,,-2.990539,4.0701303,A
5016,-4.49,,1.152,-2.468,0.03,-1.996,3.11,-0.902,0.145,-0.622,2.714,,0.013,1.147,-7.6503153,-4.7409563,8.38536,E
5017,,2.599,4.591,-0.87,1.437,1.802,-2.744,1.151,-0.138,-1.786,-0.587,0.563,-2.139,-1.266,-2.0703747,0.66263485,1.4401414,E
5018,-4.958,0.191,-6.307,-0.779,0.235,0.744,0.087,,,-0.348,2.694,,0.063,,-4.670521,-1.5468695,7.278104,G
5019,-0.886,3.223,2.319,-3.002,-2.65,-0.794,-1.462,3.628,,-1.397,-0.041,0.796,,,,-3.087226,4.45759,B
5020,,4.103,-4.892,-0.768,,1.717,,,2.547,-1.174,1.26,1.25,0.758,0.168,-3.5935538,,4.9724107,G
5021,-2.449,-0.95,,-0.456,3.171,,4.277,0.234,,-0.042,1.125,0.905,-0.049,1.33,-1.5278411,,1.9019072,E
5022,-1.263,,-4.423,-1.387,0.254,1.879,,0.096,0.612,-1.548,2.003,-0.21,2.093,0.15,-5.8023767,-1.0224608,7.6323905,G
5023,,-3.707,,-0.249,-1.203,1.132,-0.408,0.139,-2.027,,-1.666,-0.342,-1.661,,,1.3179651,-2.2367704,E
5024,-4.24,3.677,-5.175,-1.007,-1.245,-2.19,2.017,-0.022,-0.044,0.946,1.143,,-0.523,,-2.6791356,-2.813313,2.6011634,G
5025,-0.182,1.008,,-0.105,0.927,-1.258,2.79,2.571,-0.059,4.556,,-0.783,1.505,1.833,-1.8708253,-1.9351566,3.697671,A
5026,0.692,,4.032,-1.255,,5.028,2.367,-2.709,,1.074,1.326,0.884,-1.287,0.901,-5.9327655,1.3994261,8.07587,B
5027,-4.526,-2.105,-3.696,-1.711,-2.25,2.781,-0.511,-0.348,-1.39,0.408,,2.356,-0.413,0.135,-5.244904,0.08975655,,B
5028,2.249,5.747,-3.312,0.758,,3.352,-1.284,-0.182,-0.663,1.157,-1.06,,0.71,-1.1,1.619452,3.2831652,-1.2586888,G
5029,-2.776,4.579,-3.944,-1.146,1.371,0.784,-0.131,-1.731,-0.299,-0.304,0.617,-0.364,-0.523,-0.505,-3.5225055,-0.81148696,3.694852,G
5030,-3.836,-1.688,0.491,1.175,,-1.431,-0.93,0.758,2.187,,0.503,-2.091,,0.883,2.729235,,-1.8840463,E
5031,,-0.969,2.62,-3.164,1.917,,-0.293,1.059,0.036,-0.123,-0.642,,2.398,-0.598,-7.8726788,,6.2116337,B
5032,4.94,-2.805,0.26,10.417,-2.237,3.149,2.302,,-0.493,-0.585,-0.262,2.003,-1.144,-0.432,23.27902,11.159669,-16.035164,A
5033,-1.644,-2.789,,1.841,,-0.379,-4.367,-2.789,,-1.023,0.326,-0.999,-1.39,1.084,4.077854,1.202,-2.6833048,A
5034,-1.179,0.507,2.353,-1.711,-1.293,3.746,-0.268,-0.381,-1.244,0.553,-2.114,0.645,-0.258,-2.006,-3.2124603,1.9053044,1.010395,A
5035,-3.648,0.544,2.894,-0.162,-0.255,0.215,-3.312,0.814,1.1,-1.124,-1.282,,-1.158,-0.245,0.79200965,0.6291652,-2.1968827,E
5036,11.852,-5.316,-2.815,-3.715,0.667,-0.135,1.488,0.922,1.397,1.201,0.198,-0.297,-0.713,0.171,-8.745748,-3.4130955,,A
5037,,-4.85,-3.054,-4.575,1.209,1.58,0.683,0.543,1.584,0.618,1.101,,-0.453,,,,,A
5038,-1.814,1.794,-3.076,0.824,-0.296,2.356,1.114,-1.817,3.099,,,-1.553,3.907,-2.661,0.15441328,1.7122871,2.1093287,G
5039,-4.634,-2.28,0.827,0.196,2.628,-1.94,-2.946,2.185,-0.49,-1.716,-1.625,,-1.989,-1.182,2.700091,-0.23873919,-4.896596,E
