id,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,label
37228,11.0,,74.27,,,0.09,11.6,17.67,2.03,,9.0,1.0,0
37229,11.0,,42.55,21.24,0.818,0.73,9.43,19.28,3.04,,8.64,0.73,0
37230,11.0,1392.0,126.55,160.71,,0.55,,13.85,0.71,,6.36,1.0,0
37231,21.0,1541.0,,104.23,,,8.17,19.17,3.84,1.27,7.29,0.38,0
37232,69.0,3340.0,,70.63,0.1159999999999999,0.14,0.57,21.83,5.84,1.7,5.48,,0
37233,14.0,,889.43,324.38,,,20.12,23.68,1.2,0.51,10.57,0.0,0
37234,52.0,2508.0,48.23,69.9,,0.92,10.1,18.1,3.16,0.0,,,0
37235,12.0,267.0,22.25,15.2,0.667,0.5,15.72,23.02,,,9.0,,0
37236,12.0,,,134.84,0.583,0.08,7.55,21.95,4.45,0.0,,0.58,0
37237,14.0,,60.71,42.97,0.7859999999999999,1.0,11.53,16.92,1.86,0.53,,,0
37238,,3649.0,140.35,,0.346,0.46,8.78,20.35,3.11,0.5,9.62,0.77,0
37239,11.0,256.0,,24.49,,0.18,8.52,,1.29,0.0,9.0,,0
37240,36.0,996.0,27.67,,0.0279999999999999,,0.1,3.63,,0.0,9.0,0.0,0
37241,13.0,668.0,51.38,43.86,0.308,,,21.93,3.96,,8.77,0.62,0
37242,15.0,1298.0,86.53,63.74,0.6,,5.97,23.53,6.52,0.0,,0.4,0
37243,11.0,2062.0,187.45,240.53,0.273,,8.63,,,1.66,,0.09,0
37244,18.0,419.0,23.28,19.16,0.722,0.44,,19.73,3.33,0.0,9.0,0.39,0
37245,,5750.0,261.36,411.13,0.409,,8.6,20.52,3.18,0.21,8.95,0.68,0
37246,13.0,772.0,59.38,66.45,0.154,,10.1,16.02,,0.0,,1.0,0
37247,58.0,4446.0,76.66,53.21,0.069,0.9,,18.72,1.13,,9.0,0.79,0
37248,16.0,1164.0,,74.62,0.125,0.44,10.03,19.15,,,8.75,0.88,0
37249,15.0,866.0,,82.75,,0.07,,,0.87,0.0,,0.07,0
37250,11.0,33.0,3.0,0.0,0.091,0.09,,22.52,,0.0,9.0,,0
37251,32.0,3799.0,118.72,557.42,0.125,0.13,10.38,23.1,,,9.0,0.47,0
37252,,478.0,28.12,,0.588,,13.18,22.9,3.7,0.0,9.0,0.65,0
37253,,369.0,33.55,,,0.36,,,4.26,1.4,6.82,0.36,0
37254,13.0,426.0,,18.1,0.154,0.85,11.55,16.48,2.05,0.28,8.92,,0
37255,15.0,644.0,42.93,31.0,0.5329999999999999,,,20.43,4.2,0.7,8.73,,0
37256,12.0,963.0,80.25,71.18,0.3329999999999999,0.42,,19.92,1.65,0.58,8.83,0.67,0
37257,11.0,3119.0,283.55,328.87,0.455,0.36,,22.0,4.48,0.0,11.0,,0
37258,15.0,199.0,,10.0,0.667,0.67,0.0,22.22,7.97,,,,0
37259,11.0,256.0,23.27,12.01,0.909,0.36,7.88,,3.23,,9.0,0.73,0
37260,12.0,,51.0,37.07,0.25,,0.03,18.03,,1.54,,0.58,0
37261,43.0,374.0,8.7,13.36,0.349,,0.62,23.97,,0.0,9.0,0.35,0
37262,19.0,1239.0,65.21,74.9,0.211,,,19.38,,0.0,9.0,0.42,0
37263,13.0,978.0,,,0.231,,,,4.92,0.75,8.69,0.38,0
37264,11.0,573.0,52.09,48.86,0.545,0.45,7.9,17.55,3.02,0.0,9.0,0.91,0
37265,12.0,1137.0,94.75,156.65,,0.5,,18.93,4.84,,9.0,0.58,0
37266,22.0,593.0,26.95,16.81,,0.95,11.18,16.93,1.37,0.43,8.91,1.0,0
37267,,,94.36,100.56,0.636,0.09,13.12,20.68,2.2,1.07,5.23,0.91,0
37268,44.0,1003.0,,17.68,0.136,,0.5,23.18,7.91,,9.0,,0
37269,,2807.0,147.74,150.43,0.263,,0.15,15.93,6.63,0.0,9.0,0.58,0
37270,11.0,,1060.64,97.08,0.182,0.55,20.13,23.67,1.18,,,0.0,0
37271,28.0,277.0,9.89,4.65,,0.75,,22.57,6.47,0.0,9.0,,0
37272,,11907.0,1082.45,112.1,0.091,1.0,20.1,,1.11,0.0,10.0,0.0,0
37273,12.0,,39.25,47.98,0.75,0.5,0.13,22.5,8.97,0.0,9.0,0.08,0
37274,15.0,,15.13,,,,19.35,,1.06,1.55,8.6,0.0,0
37275,15.0,95.0,6.33,2.53,0.2,0.2,13.63,22.23,2.22,0.77,6.2,0.8,0
37276,12.0,2166.0,,,0.417,0.42,2.53,,4.17,0.0,,,0
37277,12.0,332.0,27.67,34.86,0.667,0.58,3.82,22.95,7.16,1.53,8.17,,0
37278,14.0,1114.0,79.57,50.13,,0.21,,23.32,,,10.57,0.43,0
37279,12.0,553.0,46.08,33.85,,,1.9,21.88,5.68,0.0,9.0,0.5,0
37280,11.0,,3.55,7.79,0.273,0.18,8.3,21.42,4.95,0.0,9.0,0.55,0
37281,16.0,1115.0,69.69,66.11,0.625,0.25,7.83,17.75,4.46,2.0,7.5,0.63,0
37282,12.0,278.0,23.17,18.68,0.917,0.58,4.08,23.63,7.96,,9.0,,0
37283,14.0,292.0,20.86,14.84,0.429,0.43,7.5,20.42,3.79,0.53,8.86,,0
37284,12.0,,30.33,27.29,0.1669999999999999,0.33,,18.35,6.66,0.78,,,0
37285,13.0,446.0,34.31,,,0.77,,15.73,2.28,0.0,9.0,0.85,0
37286,15.0,436.0,,,0.067,,3.43,7.37,1.16,0.51,8.6,0.0,0
37287,12.0,312.0,,,0.833,0.25,13.08,,,0.0,9.0,1.0,0
37288,12.0,243.0,20.25,9.29,0.25,0.92,9.47,14.7,1.35,,,0.75,0
37289,16.0,362.0,22.63,22.39,0.938,,12.95,,,0.0,9.0,0.81,0
37290,25.0,217.0,8.68,2.87,0.04,0.16,8.85,13.78,,0.0,,0.64,0
37291,13.0,1414.0,108.77,122.38,,0.08,10.52,18.53,3.0,,9.0,0.77,0
37292,13.0,1028.0,79.08,,0.6920000000000001,0.77,7.03,21.62,5.05,0.83,8.77,0.38,0
37293,12.0,526.0,43.83,62.13,0.1669999999999999,0.5,,,3.29,,8.0,,0
37294,19.0,2466.0,129.79,,,0.16,13.37,16.12,0.87,0.42,9.79,1.0,0
37295,15.0,253.0,16.87,20.15,0.133,,17.85,19.28,,0.0,9.0,,0
37296,12.0,1508.0,125.67,117.98,0.1669999999999999,0.33,9.33,17.3,2.18,,9.0,0.92,0
37297,,952.0,86.55,61.99,0.455,0.36,13.63,18.48,1.76,0.0,9.0,,0
37298,,401.0,,,0.833,0.67,10.38,18.67,3.48,0.52,8.5,,0
37299,11.0,,,,0.545,0.36,4.22,14.83,2.83,0.0,9.0,,0
37300,13.0,1528.0,,,0.231,0.08,6.28,21.75,5.47,0.0,9.0,0.38,0
37301,11.0,1689.0,,,0.091,,,16.55,2.36,0.0,,,0
37302,,948.0,63.2,53.6,0.3329999999999999,0.33,11.62,17.68,,0.0,,1.0,0
37303,12.0,1540.0,128.33,139.93,0.3329999999999999,0.08,8.67,9.57,,0.0,9.0,0.0,0
37304,13.0,,30.31,18.62,0.846,0.62,0.1,,7.7,0.0,,0.38,0
37305,18.0,1039.0,,62.07,0.778,0.39,9.87,,3.47,,,,0
37306,16.0,427.0,,17.26,0.375,0.38,8.8,,3.43,,8.94,0.69,0
37307,11.0,783.0,71.18,45.58,,0.18,5.97,,5.9,,9.0,,0
37308,11.0,181.0,16.45,9.8,0.364,0.64,11.13,19.72,2.41,0.0,9.0,0.91,0
37309,16.0,368.0,,,0.5,0.13,12.33,18.85,2.17,0.0,9.0,0.88,0
37310,12.0,24568.0,2047.33,2355.63,0.417,0.17,8.33,19.0,3.67,1.73,8.5,,0
37311,,5648.0,376.53,1021.87,0.067,0.27,22.65,23.68,0.36,0.52,5.47,0.0,0
37312,15.0,798.0,53.2,,0.267,0.4,6.27,15.5,2.24,0.0,,0.27,0
37313,36.0,,24.86,21.64,,0.58,6.42,22.1,,0.96,8.33,0.5,0
37314,11.0,98.0,8.91,5.59,,0.09,,23.35,9.61,0.0,9.0,,0
37315,20.0,997.0,49.85,50.2,0.15,0.35,6.22,17.18,,,9.0,0.65,0
37316,14.0,400.0,28.57,23.71,1.0,,13.17,19.2,,0.0,9.0,0.64,0
37317,14.0,405.0,28.93,,0.214,0.5,6.98,22.72,,,8.71,0.64,0
37318,,320.0,,,,0.09,14.15,,,,7.0,1.0,0
37319,19.0,19.0,1.0,0.0,0.316,,10.43,22.95,,,9.0,0.47,0
37320,11.0,507.0,46.09,,0.455,0.27,10.17,19.7,4.09,0.9,9.27,0.73,0
37321,16.0,1336.0,,65.24,0.188,,,15.6,1.72,0.0,9.0,1.0,0
37322,,,69.92,67.46,0.308,0.85,6.55,21.08,5.69,1.74,8.23,,0
37323,12.0,505.0,,36.37,,,3.05,14.28,3.62,0.0,,,0
37324,15.0,,73.27,,0.6,0.6,8.03,,,,8.87,0.47,0
37325,25.0,693.0,27.72,26.44,,,0.15,23.48,,0.0,9.0,0.32,0
37326,11.0,,58.36,41.75,,0.09,12.28,14.13,0.68,0.0,9.0,,0
37327,12.0,12915.0,,,0.25,,,23.65,1.09,0.0,10.0,0.0,0
37328,12.0,259.0,,29.48,0.667,0.58,,,8.19,0.58,8.83,0.42,0
37329,14.0,497.0,35.5,,,0.36,12.7,21.9,3.24,0.73,8.71,0.71,0
37330,15.0,,58.0,36.98,,0.73,10.27,20.53,2.58,0.41,8.8,0.93,0
37331,12.0,272.0,22.67,10.45,0.417,0.42,1.5,,,0.0,9.0,0.67,0
37332,,646.0,38.0,53.91,,0.29,,20.98,,0.0,9.0,0.47,0
37333,19.0,461.0,24.26,11.78,0.579,0.42,7.62,21.92,5.32,0.0,9.0,0.26,0
37334,19.0,,49.95,,0.579,0.47,4.7,22.38,,0.46,8.89,,0
37335,41.0,1818.0,44.34,39.23,0.098,1.0,8.0,,0.7,0.0,9.0,0.29,1
37336,35.0,,233.4,563.94,0.0289999999999999,0.09,10.08,,,0.0,9.0,,0
37337,12.0,433.0,,32.56,0.5,,,22.18,,0.0,9.0,0.58,0
37338,,590.0,26.82,21.17,0.8640000000000001,,0.25,22.72,,0.0,9.0,0.05,0
37339,,661.0,50.85,35.72,0.5379999999999999,,14.83,16.35,0.63,,,1.0,0
37340,11.0,1805.0,,177.89,0.182,0.18,0.27,22.18,,,11.0,0.64,0
37341,18.0,7521.0,417.83,776.25,0.1669999999999999,0.06,9.03,21.58,4.36,,5.0,,0
37342,13.0,,1053.92,,0.154,,,23.68,,0.0,10.0,0.0,0
37343,11.0,491.0,44.64,77.13,0.545,,10.58,21.43,3.99,0.4,8.82,0.45,0
37344,14.0,297.0,21.21,22.02,0.5,0.29,8.58,21.4,4.59,,,0.21,0
37345,17.0,2696.0,,314.91,0.118,,,,,,8.71,0.29,0
37346,12.0,,89.92,99.7,0.5,0.33,5.28,19.77,,1.15,,0.75,0
37347,15.0,2557.0,,269.54,,0.27,20.08,22.37,0.71,0.0,11.0,0.0,0
37348,18.0,,30.28,28.13,0.667,,9.25,22.78,5.34,,8.11,,0
37349,,,33.91,58.08,0.182,0.73,12.32,21.75,3.91,,8.82,0.55,0
37350,22.0,205.0,,8.56,0.182,0.14,9.38,22.72,2.71,0.85,10.82,0.0,0
37351,36.0,1516.0,42.11,39.96,0.306,0.28,0.58,23.8,5.9,0.0,9.0,0.47,0
37352,,772.0,42.89,30.59,0.556,0.56,,18.37,4.27,0.77,8.67,0.5,0
37353,19.0,,48.89,40.9,0.316,,12.05,,1.36,,8.84,1.0,0
37354,,1240.0,53.91,,0.565,0.52,0.37,,,0.94,8.39,0.35,0
37355,34.0,1765.0,51.91,42.1,0.118,,0.23,22.27,8.93,0.0,9.0,0.06,0
37356,,1444.0,84.94,121.31,0.118,0.06,,21.97,2.5,0.0,5.0,,0
37357,17.0,819.0,48.18,52.6,0.471,0.59,1.03,18.88,6.99,0.24,,0.18,0
37358,11.0,1412.0,128.36,,0.364,,,15.03,1.58,,9.0,1.0,0
37359,11.0,2348.0,213.45,451.36,0.182,0.18,9.92,22.78,5.07,0.0,9.0,0.0,0
37360,11.0,528.0,,62.8,0.273,0.09,5.38,13.6,,0.0,,0.55,0
37361,,,13.24,27.23,0.118,0.06,0.58,21.15,7.13,0.0,,,0
37362,17.0,1141.0,67.12,80.41,0.176,0.06,,22.08,4.03,0.0,11.0,,0
37363,38.0,4192.0,,134.54,0.368,0.16,9.0,19.02,2.73,0.0,9.0,,0
37364,15.0,367.0,,12.13,,,8.75,9.35,0.15,0.0,,0.0,0
37365,13.0,250.0,19.23,9.06,,0.38,9.13,18.33,2.73,0.55,8.85,0.85,0
37366,,13461.0,1035.46,,0.231,,20.12,,1.13,0.0,10.0,0.0,0
37367,12.0,661.0,55.08,64.19,0.75,0.25,,,,,7.0,,0
37368,14.0,239.0,17.07,14.5,0.286,0.36,0.58,23.58,4.88,1.04,8.0,,0
37369,,287.0,15.11,12.0,0.368,1.0,10.37,15.98,1.21,,9.0,1.0,0
37370,16.0,1481.0,92.56,,0.313,0.44,8.07,,4.21,,9.0,0.5,0
37371,13.0,13221.0,1017.0,0.0,0.077,1.0,,,,,10.0,,0
37372,15.0,,31.07,27.75,0.4,0.6,11.42,19.92,3.18,,8.73,0.4,0
37373,,,23.58,25.46,,1.0,9.77,10.58,0.24,0.23,8.05,0.84,0
37374,13.0,907.0,69.77,,0.462,,14.25,22.22,3.31,1.13,8.54,,0
37375,12.0,939.0,78.25,92.89,0.1669999999999999,0.08,9.1,9.62,,0.0,9.0,,0
37376,,280.0,25.45,21.1,1.0,0.45,,,,0.0,9.0,0.36,0
37377,,705.0,,,0.3329999999999999,0.67,10.48,18.8,2.73,0.0,9.0,0.75,0
37378,,3343.0,257.15,256.26,0.462,,6.78,21.08,4.68,0.0,9.0,0.62,0
37379,11.0,10973.0,997.55,161.11,0.182,0.36,,23.45,1.05,0.0,10.0,0.0,0
37380,,977.0,48.85,,0.65,0.5,14.07,19.58,1.43,0.0,9.0,0.65,0
37381,,356.0,,21.43,0.231,0.15,11.88,17.92,2.1,0.0,9.0,1.0,0
37382,16.0,478.0,29.88,31.11,0.125,0.94,10.45,,0.17,2.5,9.63,1.0,0
37383,45.0,1932.0,42.93,0.45,0.022,0.02,,4.62,,0.0,9.0,0.0,0
37384,14.0,744.0,53.14,42.07,0.7140000000000001,0.57,3.67,22.55,7.14,0.0,9.0,0.14,0
37385,,243.0,20.25,15.86,0.667,,0.33,,,1.73,8.5,0.25,0
37386,38.0,277.0,7.29,1.69,,0.03,,21.02,1.49,0.0,6.0,0.95,0
37387,11.0,757.0,68.82,,0.636,0.36,10.32,22.3,3.44,0.0,,0.18,0
37388,24.0,1347.0,56.13,43.8,,0.08,12.0,22.23,2.2,1.69,3.5,,0
37389,,964.0,,66.27,0.263,0.47,6.68,23.98,5.48,0.42,8.79,0.42,0
37390,12.0,531.0,44.25,35.62,0.667,,10.9,19.9,3.09,,9.0,0.92,0
37391,20.0,411.0,20.55,19.41,0.9,0.5,10.22,18.58,2.63,0.0,9.0,,0
37392,,260.0,,39.94,,,1.32,23.4,9.63,,9.0,0.09,0
37393,15.0,418.0,27.87,29.78,0.2,0.27,9.63,18.27,2.48,3.1,5.8,,0
37394,12.0,980.0,81.67,50.68,0.583,1.0,,17.62,3.5,0.39,8.17,0.92,0
37395,,3130.0,82.37,81.99,0.053,0.92,,,0.82,1.06,8.05,0.0,1
37396,13.0,845.0,,79.01,,0.77,9.58,21.9,,1.13,,0.77,0
37397,13.0,446.0,34.31,24.99,0.5379999999999999,,4.08,20.2,4.92,0.0,9.0,,0
37398,,1151.0,104.64,127.25,0.545,,10.02,,,,8.82,1.0,0
37399,,973.0,,28.65,0.143,0.07,0.97,,0.18,,6.0,0.0,0
37400,41.0,2612.0,63.71,,,0.44,,20.72,,,,0.41,0
37401,,576.0,,,0.818,0.64,0.33,18.67,5.16,0.0,9.0,0.09,0
37402,11.0,,71.64,62.71,0.545,0.73,6.47,21.72,,1.21,8.45,0.55,0
37403,20.0,3408.0,170.4,322.75,0.35,0.5,,23.92,4.14,0.67,,0.1,0
37404,15.0,530.0,,,,0.6,11.13,20.55,3.83,0.0,9.0,0.67,0
37405,17.0,1077.0,63.35,,0.118,0.65,6.78,21.0,5.39,,,0.41,0
37406,13.0,490.0,,,,0.62,9.58,19.1,3.7,0.55,8.85,,0
37407,12.0,285.0,23.75,,0.417,0.25,7.08,19.9,3.74,0.0,9.0,0.58,0
37408,12.0,528.0,44.0,33.93,,0.33,,18.67,4.47,1.17,8.5,0.67,0
37409,11.0,366.0,33.27,,0.091,0.64,9.32,16.78,2.59,,8.91,0.73,0
37410,42.0,1786.0,42.52,0.74,,0.02,0.0,4.82,1.62,0.0,9.0,0.0,0
37411,14.0,226.0,,10.21,0.929,,0.0,,,0.0,9.0,,0
37412,,1370.0,105.38,108.41,0.6920000000000001,0.31,9.25,23.45,5.38,0.0,9.0,0.23,0
37413,14.0,1076.0,76.86,67.04,,,15.5,23.68,2.77,0.0,9.0,0.43,0
37414,21.0,232.0,11.05,8.4,0.381,0.24,0.0,23.22,,,9.33,0.29,0
37415,,156.0,11.14,3.44,1.0,0.93,0.52,5.32,1.42,0.0,9.0,0.0,0
37416,21.0,1487.0,70.81,38.81,,,,17.55,2.3,0.44,8.76,1.0,0
37417,13.0,401.0,30.85,,,0.38,10.6,21.98,4.3,0.38,8.85,0.62,0
37418,11.0,2227.0,202.45,,,0.09,21.08,,0.28,0.0,5.0,0.0,0
37419,19.0,,26.0,10.95,0.684,,0.13,22.83,7.54,0.0,9.0,,0
37420,12.0,4460.0,371.67,797.6,0.75,0.25,11.7,23.63,3.82,0.0,9.0,0.67,0
37421,11.0,1839.0,,182.77,0.364,0.73,9.72,20.23,3.07,0.0,9.0,0.82,0
37422,23.0,2370.0,103.04,129.99,0.261,0.09,0.02,,,0.21,9.04,0.3,0
37423,,688.0,62.55,50.27,,0.18,,20.0,4.27,,9.0,0.45,0
37424,18.0,1775.0,,96.93,0.111,0.06,9.28,19.5,2.31,0.0,,0.22,0
37425,13.0,476.0,36.62,29.76,0.462,0.69,11.2,18.5,3.06,0.95,,0.69,0
37426,17.0,719.0,42.29,30.2,,0.76,7.93,21.77,4.4,0.0,9.0,0.71,0
37427,20.0,570.0,28.5,19.32,0.15,,2.95,20.12,,1.47,5.6,0.0,0
37428,11.0,579.0,,60.58,0.545,0.64,2.05,,5.71,1.64,8.09,0.18,0
37429,,837.0,,64.12,0.636,,,19.33,4.07,,,0.36,0
37430,11.0,,46.0,32.51,0.455,0.45,13.62,,2.34,0.6,,,0
37431,13.0,715.0,55.0,,0.615,0.54,5.22,,,0.96,,,0
37432,14.0,628.0,44.86,32.23,0.214,0.64,6.57,,,0.8,8.79,0.57,0
37433,,514.0,46.73,39.81,0.545,0.64,5.25,17.53,3.5,0.0,9.0,0.91,0
37434,16.0,,,66.13,0.375,0.5,6.37,20.97,5.43,0.0,9.0,0.38,0
37435,11.0,737.0,,,0.636,0.55,1.05,23.6,6.15,0.0,,0.64,0
37436,15.0,356.0,23.73,11.79,0.667,0.47,5.63,16.7,3.86,1.68,8.4,,0
37437,12.0,712.0,59.33,64.09,0.417,0.58,5.92,17.8,,,8.67,,0
37438,31.0,839.0,27.06,20.92,0.871,,,23.22,3.73,0.0,9.0,0.52,0
37439,13.0,1170.0,90.0,,,0.15,8.07,20.15,4.1,1.75,5.92,0.46,0
37440,,,56.56,66.17,0.563,0.5,7.6,21.58,5.1,,,0.25,0
37441,14.0,,164.71,179.01,0.357,0.5,8.92,,4.55,0.36,8.86,0.5,0
37442,14.0,311.0,22.21,,0.7859999999999999,0.71,11.57,19.2,2.49,0.27,8.93,0.86,0
37443,,390.0,,15.52,0.909,,,22.47,5.58,0.3,8.91,0.36,0
37444,14.0,453.0,32.36,,0.214,0.36,6.45,,,0.0,,0.86,0
37445,12.0,768.0,64.0,,0.3329999999999999,0.83,11.48,22.17,4.68,0.51,8.58,0.5,0
37446,16.0,497.0,31.06,,0.188,1.0,10.08,16.05,2.18,0.5,8.88,,0
37447,11.0,609.0,55.36,,0.636,0.64,,,,0.4,8.82,0.73,0
37448,11.0,306.0,27.82,37.55,,0.45,10.43,,4.01,0.0,9.0,,0
37449,39.0,,35.79,45.34,0.051,1.0,13.5,,0.74,0.0,9.0,1.0,0
37450,11.0,283.0,25.73,24.92,,0.09,9.72,,,0.0,,0.64,0
37451,11.0,278.0,,,,0.18,9.22,17.7,,,9.0,0.73,0
37452,66.0,3376.0,51.15,31.08,0.106,0.85,9.77,17.03,1.98,0.73,7.35,0.98,0
37453,12.0,794.0,66.17,61.32,0.833,0.58,12.37,23.92,3.07,0.67,7.92,0.92,0
37454,13.0,539.0,41.46,56.32,0.615,,,23.38,5.36,0.55,9.15,,0
37455,14.0,493.0,35.21,32.77,,0.64,7.18,,3.86,0.0,9.0,0.64,0
37456,24.0,963.0,40.13,34.69,0.208,0.17,9.47,13.65,,0.51,7.54,0.83,0
37457,,9891.0,162.15,205.23,,0.21,0.82,,8.41,2.21,6.74,0.03,0
37458,19.0,704.0,37.05,27.79,0.316,0.58,,20.88,4.84,0.0,9.0,,0
37459,11.0,332.0,30.18,12.04,0.727,0.36,,20.55,,0.0,,0.45,0
37460,,333.0,27.75,,0.3329999999999999,0.33,,23.8,3.42,0.0,9.0,0.42,0
37461,20.0,1795.0,89.75,55.27,0.15,,,16.82,2.52,0.88,8.35,0.75,0
37462,20.0,531.0,26.55,21.12,0.85,0.6,2.03,22.97,6.38,0.0,9.0,0.35,0
37463,13.0,1178.0,90.62,38.34,0.231,0.08,9.8,14.47,2.17,,5.0,,0
37464,11.0,,,,,0.27,9.85,14.63,,0.9,8.73,0.82,0
37465,,232.0,16.57,,1.0,0.64,1.35,22.95,7.36,0.0,,0.29,0
37466,84.0,,45.5,24.0,0.012,0.93,10.03,16.58,,,9.0,1.0,1
37467,15.0,384.0,25.6,16.68,,0.4,11.85,17.68,1.35,0.0,9.0,,0
37468,23.0,,,,0.565,0.65,,22.67,2.74,,9.0,0.65,0
37469,13.0,387.0,29.77,19.73,0.615,0.38,5.47,20.87,5.47,1.26,8.38,0.23,0
37470,16.0,398.0,24.88,28.93,,0.06,,1.83,0.54,,9.0,0.0,0
37471,12.0,121.0,10.08,,0.25,0.08,12.82,,2.88,0.0,11.0,0.08,0
37472,,1238.0,53.83,149.22,0.913,1.0,10.8,,1.65,,,1.0,0
37473,19.0,4851.0,255.32,,0.474,,6.68,17.8,3.57,,,0.79,0
37474,15.0,464.0,30.93,37.12,0.6,0.6,14.78,19.87,,0.0,9.0,0.73,0
37475,,290.0,26.36,20.23,,,7.18,21.88,5.21,0.0,9.0,0.36,0
37476,25.0,11374.0,454.96,690.39,0.12,0.16,6.47,16.85,,0.0,11.0,0.68,0
37477,13.0,416.0,32.0,45.67,0.385,,8.47,,,0.48,8.31,0.92,0
37478,13.0,958.0,73.69,61.16,0.154,0.38,14.8,,2.79,1.66,8.54,0.15,0
37479,19.0,,29.32,17.77,0.526,0.11,0.77,,4.76,0.0,9.0,0.79,0
37480,12.0,,84.92,,0.1669999999999999,0.08,19.97,21.33,0.46,,5.0,0.0,0
37481,15.0,734.0,,53.02,0.2,0.07,19.62,,0.9,0.0,9.0,0.0,0
37482,99.0,,42.49,98.23,0.02,0.98,,19.28,1.72,0.0,9.0,0.73,0
37483,20.0,1020.0,,62.93,0.3,0.55,0.27,19.67,5.36,2.2,8.1,0.6,0
37484,13.0,537.0,41.31,45.86,0.5379999999999999,0.77,2.53,21.67,7.12,0.0,9.0,,0
37485,11.0,592.0,53.82,26.18,,,10.72,11.52,0.21,0.0,9.0,,1
37486,,814.0,31.31,22.55,0.077,0.04,6.18,10.68,1.38,0.0,,,0
37487,23.0,795.0,34.57,27.89,0.261,,,,7.99,0.21,8.96,0.09,0
37488,18.0,515.0,28.61,29.8,0.278,0.17,1.43,18.32,5.86,0.0,9.0,0.67,0
37489,,468.0,19.5,33.35,0.5,0.75,,23.97,7.28,0.0,9.0,0.33,0
37490,21.0,693.0,33.0,22.57,0.905,,11.07,19.63,3.27,0.0,9.0,0.57,0
37491,33.0,53.0,1.61,1.43,,0.03,0.47,1.35,0.3,0.0,9.0,0.0,0
37492,,1374.0,85.88,,0.188,0.19,,21.6,3.52,0.0,,0.44,0
37493,17.0,,,75.83,0.235,,16.3,17.68,,0.0,9.0,1.0,1
37494,,1797.0,163.36,161.16,,0.09,0.08,17.1,,0.0,10.0,,0
37495,13.0,1797.0,138.23,97.07,,0.31,5.93,21.57,4.81,0.28,11.08,0.31,0
37496,63.0,2466.0,39.14,26.83,0.016,0.86,10.82,17.38,2.32,0.0,9.0,,1
37497,19.0,117.0,6.16,8.58,0.105,0.16,17.18,,0.9,0.0,11.0,0.37,0
37498,27.0,143.0,5.3,1.1,0.111,0.04,9.07,13.63,,,,0.56,0
37499,15.0,226.0,15.07,11.0,0.067,0.13,8.23,17.18,2.34,0.0,9.0,0.93,0
37500,13.0,2283.0,,,0.308,0.54,13.35,,2.49,0.38,8.85,0.85,0
37501,,553.0,50.27,,0.364,,13.73,17.23,1.01,0.0,9.0,1.0,0
37502,,485.0,22.05,14.02,,0.59,,21.98,,1.18,8.45,,0
37503,11.0,360.0,32.73,24.24,0.818,0.73,,19.9,4.19,,9.0,0.73,0
37504,19.0,486.0,25.58,16.52,0.8420000000000001,0.53,0.5,23.88,10.32,,9.0,,0
37505,,589.0,31.0,,0.421,0.53,5.12,19.77,4.34,0.0,9.0,,0
37506,,1149.0,95.75,134.84,,,7.43,18.98,3.04,0.0,,0.75,0
37507,,293.0,26.64,14.76,0.455,0.36,10.4,21.0,3.86,0.0,9.0,0.73,0
37508,12.0,495.0,,28.69,,0.67,,,3.24,0.29,8.92,0.5,0
37509,12.0,13164.0,1097.0,,0.083,0.42,20.18,23.65,1.13,0.0,10.0,0.0,0
37510,16.0,1235.0,77.19,55.5,0.375,,11.2,14.7,1.12,0.0,9.0,1.0,0
37511,,534.0,48.55,45.53,0.364,0.45,,16.07,3.66,1.01,,,0
37512,11.0,285.0,25.91,37.59,,0.73,7.53,17.58,3.36,0.0,9.0,0.36,0
37513,34.0,1598.0,47.0,31.74,0.088,1.0,11.33,14.33,1.02,0.0,9.0,1.0,0
37514,27.0,612.0,22.67,14.24,0.3329999999999999,0.26,11.0,19.47,,0.0,9.0,,0
37515,12.0,1826.0,152.17,,0.3329999999999999,0.25,0.75,19.85,,0.89,,0.0,0
37516,23.0,,44.48,31.68,,0.65,7.97,17.55,,,8.57,0.65,0
37517,13.0,226.0,17.38,15.42,0.308,0.54,0.62,14.88,5.2,0.28,8.92,0.54,0
37518,11.0,276.0,,14.2,,,8.43,21.07,5.83,0.7,8.91,0.09,0
37519,11.0,,44.45,44.01,0.455,0.55,9.4,,4.84,0.52,8.45,0.45,0
37520,11.0,,,20.48,0.182,0.36,12.83,20.88,2.27,0.0,9.0,0.55,0
37521,14.0,,,63.21,0.5710000000000001,,,,3.15,0.0,,0.79,0
37522,14.0,,,17.23,0.286,,,21.03,1.62,0.73,8.71,0.64,0
37523,37.0,4928.0,,209.37,0.243,0.22,5.23,23.9,4.74,1.8,6.08,0.51,0
37524,,267.0,,,0.5,0.38,0.67,23.37,,0.68,8.75,0.25,0
37525,15.0,1221.0,,113.89,0.267,0.4,7.92,20.48,,1.95,7.67,0.4,0
37526,12.0,607.0,,50.76,,0.17,,,2.97,0.0,9.0,0.83,0
37527,,1276.0,85.07,99.67,0.3329999999999999,0.67,,20.63,,0.0,9.0,0.53,0
37528,11.0,250.0,22.73,14.92,0.273,0.45,6.37,17.63,4.05,2.64,7.82,,0
37529,,589.0,45.31,83.85,0.615,0.38,6.15,19.17,4.26,0.38,9.15,0.38,0
