id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,label
6901,-3.095,K,0.33,-1.831,0.3,1.211,0.13,0.308,5.0,4.0,1.0,0.922,-0.129,0.539,0.169,E
6902,-13.599,Q,-12.81,-3.086,-0.247,2.624,,-0.957,-0.839,4.0,-1.4490000009536743,-1.143,-0.04,,-0.471,B
6903,-10.502,O,1.832,,7.974,-3.933,2.632,0.212,,1.0,1.013,0.674,-1.19,0.514,-0.271,C
6904,-1.638,X,2.778,8.795,-5.851,3.124,2.695,4.182,-1.752,-0.62,,1.05,0.832,3.815,-1.96,L
6905,-4.221,I,-4.179,,0.332,,1.043,,1.0,0.0,0.011,1.426,1.547,-2.951,1.024,E
6906,-1.736,,1.314,,,-0.294,-1.241,1.005,-1.902,0.0,0.23000000417232513,0.127,,0.869,-1.376,E
6907,0.456,U,,8.577,-4.834,-2.75,-0.862,-0.922,2.865,-0.888,1.7610000371932983,3.58,-2.149,-2.325,-2.492,L
6908,-12.345,N,,-1.139,1.004,-0.149,-0.91,,-0.505,1.0,1.027,0.575,-0.518,,0.226,B
6909,-4.523,R,19.685,-1.257,-0.026,0.563,0.176,-0.738,4.0,2.0,4.016,-0.351,-0.202,-0.561,-0.012,A
6910,-6.656,U,6.988,6.159,-1.734,,-0.003,1.537,2.925,,,0.103,-1.315,-0.639,-0.602,L
6911,-12.126,M,-8.307,0.177,1.503,-2.609,-0.377,-0.465,1.0,0.0,0.066,,0.192,-1.332,-0.714,C
6912,,J,-0.475,-1.788,-1.507,,2.503,0.478,0.96,1.643,-0.013000000268220901,-0.728,0.686,1.69,,J
6913,-8.287,Y,-1.241,0.009,-1.072,-3.549,4.188,0.658,1.916,,0.5080000162124634,0.045,,1.031,0.333,J
6914,-3.567,,,0.476,,0.654,0.279,-0.688,-1.833,4.0,1.055,1.211,1.584,1.46,,E
6915,-6.815,Q,2.391,4.682,1.125,-2.259,-0.035,,7.0,1.0,1.013,3.917,0.53,-2.804,2.333,E
6916,-7.027,R,3.71,6.876,-4.974,0.445,1.795,1.596,1.296,-3.207,1.7569999694824219,,-3.128,0.434,-2.199,L
6917,,R,-6.493,-0.457,-1.559,,0.425,0.66,0.842,0.531,,,0.101,-0.235,0.394,K
6918,21.153,T,-2.338,,-0.636,-0.64,,,-0.854,0.276,-0.3089999854564667,-0.027,-0.236,0.065,-0.372,G
6919,21.264,U,-3.549,-1.045,-1.249,-1.454,-0.79,-0.196,,4.0,1.039,0.196,1.065,0.237,0.515,G
6920,19.15,S,3.649,,-1.49,-0.19,0.242,0.244,-0.06,1.6,-0.05999999865889549,-0.266,-0.556,0.627,-0.946,G
6921,-14.763,O,-8.733,-0.984,-0.228,,-1.657,,2.0,4.0,-0.29600000381469727,-0.469,1.425,-1.926,-0.561,B
6922,-12.661,O,,-1.604,-0.204,-0.616,0.527,,0.184,1.0,1.022,-1.629,0.012,-0.284,,B
6923,,S,19.772,-1.188,-0.344,0.437,0.113,,1.0,0.0,0.006,-0.515,-0.084,-0.734,,A
6924,-13.167,,-12.816,-1.656,-0.259,1.343,-0.859,1.488,0.586,1.0,1.058,,-1.015,-0.11,-0.193,F
6925,-4.264,K,-1.148,-2.113,-1.043,-1.467,1.101,0.554,1.068,,-0.5139999985694885,-0.184,-0.749,-0.13,-0.126,J
6926,,Q,-14.317,-1.869,-0.944,2.93,1.882,-2.615,4.0,1.0,1.066,0.61,-0.753,0.074,-0.823,B
6927,7.933,W,-6.215,1.469,1.733,,8.256,2.325,-0.198,1.0,1.024,,4.107,-0.244,-0.114,D
6928,-2.817,V,-0.261,,-2.728,0.114,,0.403,-1.553,-1.985,-3.180999994277954,0.301,1.847,-0.969,-0.662,L
6929,,O,-12.655,-1.174,0.592,-0.728,,-2.525,4.0,1.0,1.02,-0.832,,1.479,0.772,B
6930,-2.323,L,-0.619,-1.91,0.005,1.337,,-0.46,5.0,4.0,1.01,0.795,0.151,0.093,0.027,D
6931,,,19.695,-1.007,-0.262,0.491,0.276,-0.561,0.518,3.0,0.164000004529953,0.158,-0.17,-0.383,0.104,A
6932,21.461,U,-2.716,,-0.628,-1.106,-0.115,,-0.775,-0.633,0.3370000123977661,,0.509,0.275,,G
6933,-8.489,,9.062,2.179,-0.674,-1.032,0.596,1.317,4.0,2.0,4.036,-2.974,,-1.419,0.348,F
6934,0.117,J,-0.974,,0.921,1.176,-1.946,,,1.0,1.044,0.388,,-1.18,0.842,E
6935,-13.088,O,-12.607,,-0.045,-0.239,-1.369,0.154,0.694,1.0,,-0.354,0.713,,-0.155,F
6936,-3.809,J,-2.166,-1.172,,0.132,1.047,-1.075,0.509,4.0,1.033,0.736,0.164,-2.668,2.144,E
6937,21.341,U,-3.79,-1.419,,-0.911,-0.409,-0.108,-0.091,,0.24199999868869781,0.141,0.378,-0.283,0.262,G
6938,,Y,,1.977,3.449,,-1.129,,-1.551,0.0,0.031,-2.31,-1.341,1.089,-0.244,C
6939,-5.648,S,9.506,4.005,10.102,,1.014,-0.802,7.0,1.0,,,-3.437,0.699,,C
6940,-9.12,W,,,-3.024,-2.525,0.852,-1.81,,1.582,,-5.63,0.702,,0.428,L
6941,-2.897,Q,-10.755,0.433,0.668,0.352,,-3.676,,0.0,0.028,2.851,0.66,-1.032,,B
6942,-9.12,,1.282,7.642,-3.024,,,-1.81,-2.385,,2.4049999713897705,-5.63,,-5.122,0.428,L
6943,,U,18.334,0.283,,0.643,,-0.327,-0.027,1.0,1.055,0.03,0.883,,-0.715,A
6944,-7.986,M,-11.004,-1.957,0.491,0.032,-0.815,5.353,2.529,1.0,1.055,1.31,-0.237,-1.942,-0.228,B
6945,-11.733,,-12.639,1.944,0.273,0.182,-0.045,,3.0,3.0,4.051,1.652,-1.202,0.685,0.678,A
6946,21.394,U,-3.711,-1.251,-0.846,-1.355,-0.303,-0.499,-0.132,-0.761,0.16300000250339508,0.053,,0.064,-0.398,G
6947,,K,-0.988,-1.799,-1.043,-2.104,2.972,,1.177,,-0.06199999898672104,-0.081,-0.026,,0.287,J
6948,-13.117,,-13.118,-1.991,0.213,0.362,-1.792,,2.103,4.0,1.044,-0.563,,-0.16,0.512,B
6949,-4.774,,18.99,-0.475,-0.165,0.249,0.744,-0.918,0.948,1.0,1.045,-1.39,-0.239,0.036,-0.162,C
6950,,Y,,-0.596,0.755,1.25,-1.113,0.114,5.0,4.0,1.017,0.642,,-0.809,,E
6951,18.209,J,-2.392,2.851,2.389,,,-0.139,2.0,1.0,1.02,-0.389,3.046,-0.008,0.102,D
6952,-14.498,O,,-1.675,,-0.173,-1.128,1.291,2.0,1.0,1.02,-1.015,1.091,0.197,-0.874,B
6953,-9.234,P,11.048,1.216,-0.943,-1.278,,,5.0,4.0,1.06,5.086,-0.279,,0.393,A
6954,-3.04,L,0.605,-1.516,-0.398,,-0.266,0.216,6.0,0.0,0.0,0.087,-0.971,0.494,-0.326,E
6955,-13.128,Q,,-2.213,0.971,0.435,,-2.186,,1.0,-0.9340000152587891,-0.058,-0.267,,0.415,B
6956,-12.284,Q,-13.279,-0.53,1.072,,-1.599,-1.029,,4.0,1.018,,,0.379,2.05,B
6957,-2.375,S,20.212,-1.209,,0.741,-0.563,,,4.0,0.03200000151991844,-0.363,-0.467,0.134,0.081,A
6958,,,-13.017,-1.089,0.231,-0.219,-1.843,-1.232,2.0,4.0,0.18700000643730164,0.075,0.137,-0.423,-0.605,A
6959,-3.126,S,,-0.996,,0.823,-0.563,-0.535,7.0,1.0,1.025,-0.364,-0.289,0.033,0.006,A
6960,21.228,U,,-1.455,,,-0.137,-0.492,,1.0,1.017,-0.516,0.319,0.041,,G
6961,-2.079,L,-0.139,,0.264,,-1.323,-0.005,3.0,3.0,4.02,-0.479,,1.27,,E
6962,-12.754,P,-13.83,-0.812,0.639,-0.167,-1.055,-2.495,,4.0,-0.38999998569488525,0.402,,,-0.553,B
6963,1.95,R,17.852,-0.105,,-0.512,-1.029,-0.311,-2.135,3.0,4.068,1.59,-1.578,-0.06,0.695,C
6964,21.251,U,-3.872,,,-1.524,-0.807,-0.206,5.0,4.0,0.7879999876022339,0.134,0.607,0.456,0.091,G
6965,-6.654,I,-1.885,,-0.901,,4.663,1.447,1.423,1.328,,-0.903,0.863,1.79,,J
6966,3.816,,-6.032,1.859,,,7.941,2.144,-2.502,0.0,0.004,-0.354,,-3.133,-0.031,D
6967,-2.435,,20.277,-1.146,0.003,,-0.843,-0.831,1.159,4.0,,-0.0,-0.521,0.279,0.263,A
6968,-4.146,S,20.027,,-0.565,0.735,-0.433,-0.654,,3.0,4.045,-0.706,-0.032,0.064,0.173,A
6969,-4.465,Q,18.914,-1.5,,0.647,-0.136,0.225,1.0,0.0,0.05,,-0.432,0.519,,A
6970,,U,,1.726,1.045,-0.733,0.842,0.625,0.771,1.0,,-1.52,-1.024,-0.538,,C
6971,17.273,,-4.841,3.696,6.456,-0.356,1.658,0.758,3.763,4.0,1.033,-1.019,-0.245,-0.709,-0.914,C
6972,-6.563,V,14.318,2.046,1.147,-1.57,,,,2.0,4.048,2.734,-0.697,-1.282,,C
6973,20.417,V,,1.066,-0.355,1.296,,1.309,0.073,1.0,1.048,,,-1.316,0.006,D
6974,-4.157,R,18.474,0.445,0.786,-0.049,-0.829,-1.096,2.0,1.0,1.05,,0.006,-0.602,0.237,A
6975,-14.458,M,-5.92,-1.101,,-1.003,,3.994,4.0,2.0,4.049,-0.219,0.169,0.523,-0.553,B
6976,-12.641,N,-11.395,,-0.163,-0.3,-2.276,,4.0,1.0,1.02,0.555,0.517,-0.195,-0.09,F
6977,,P,16.146,0.173,1.073,-0.889,0.066,1.109,-1.845,1.0,1.028,1.881,,0.194,,A
6978,-13.502,Q,-13.789,-1.271,0.051,-0.166,-1.906,-1.628,5.0,4.0,1.006,-0.289,,-0.269,-0.544,B
6979,-14.759,O,-10.773,-1.53,1.338,-1.596,-0.559,-0.642,3.0,0.0,0.06,-1.522,1.971,0.571,-0.172,B
6980,-3.075,L,-0.34,-2.126,,0.307,-0.497,-0.653,5.0,4.0,-1.8459999561309814,,-0.736,-1.238,0.691,E
6981,,S,19.679,-0.769,-0.436,0.521,0.372,-0.863,,4.0,1.003,-1.056,-0.571,-0.116,-0.904,A
6982,11.44,Q,-11.037,-0.661,-1.219,0.775,,1.857,7.0,1.0,1.053,0.264,-3.568,0.495,0.658,F
6983,-8.759,U,,2.146,0.796,-1.557,0.195,-4.595,,1.0,1.009,,-0.272,,-1.506,B
6984,,S,,-1.036,-0.422,,-0.642,-0.84,2.0,4.0,1.011,-0.572,-0.248,0.06,0.244,A
6985,-3.096,K,-0.634,-1.182,-0.006,,0.664,1.058,,0.535,1.2239999771118164,0.07,-0.947,1.715,-1.198,J
6986,20.3,T,-5.521,-1.449,-0.7,-1.123,,-0.558,0.431,-0.798,0.09000000357627869,0.228,-0.067,,0.099,G
6987,-3.758,,-0.901,,-0.304,-0.993,1.345,0.678,0.557,0.532,0.41200000047683716,0.459,-0.713,0.917,-0.017,J
6988,21.343,T,-2.591,-1.272,-0.834,-1.264,0.064,,-0.926,-0.377,-0.20100000500679016,0.09,0.142,0.089,-0.424,G
6989,-4.985,S,19.617,-0.653,,0.316,,-0.035,0.216,0.0,0.043,-0.155,-0.147,-0.032,-0.179,A
6990,-2.84,Q,-9.871,,0.087,10.057,,2.506,-1.188,1.0,1.037,,0.627,,0.596,D
6991,-13.269,P,-12.079,-1.271,,-1.466,,-2.378,-3.249,2.0,4.028,-0.96,,1.406,,B
6992,,U,-5.739,4.249,5.206,-1.688,1.17,-0.369,2.628,0.0,0.051,0.253,2.166,0.025,-0.11,C
6993,13.762,T,,,6.813,-0.451,-0.753,1.548,2.117,4.0,1.053,-0.682,-0.969,,-0.441,C
6994,-0.394,,-1.483,11.631,-6.578,,-1.242,,-1.216,-2.674,,-3.441,,2.635,-1.25,L
6995,,I,0.778,0.431,0.729,1.801,-0.6,,2.0,4.0,1.0,0.284,,1.839,-0.851,E
6996,-3.995,,1.514,-1.133,-0.601,,1.609,,-0.635,1.312,1.402999997138977,-0.259,,1.638,-1.07,J
6997,,U,,1.701,0.431,,0.307,0.89,-1.868,2.757,-3.0929999351501465,0.212,,-0.602,,K
6998,-9.078,,15.4,,0.173,-0.939,0.866,,,0.0,0.043,2.653,,,0.245,A
6999,,K,-0.211,,-0.017,0.867,-0.912,-1.371,-0.701,1.0,-1.2289999723434448,0.277,0.002,,0.478,E
7000,-11.523,,-14.632,,-0.321,-0.216,-1.637,,1.084,0.0,0.068,1.476,0.06,-0.762,-1.18,B
7001,-3.258,S,,-1.158,-0.5,0.864,,-0.927,1.045,1.0,1.062,-0.677,-0.303,0.25,0.048,A
7002,,U,-3.591,-0.708,,-1.48,-0.506,-0.144,0.34,0.0,0.062,0.101,1.34,0.11,-0.13,G
7003,-2.885,K,-0.079,-1.658,0.43,1.342,-0.623,,-0.117,1.0,1.051,0.613,0.563,0.383,1.026,D
7004,-5.452,,17.327,,,-0.594,-0.494,1.512,-1.332,1.0,1.054,3.301,-0.077,,0.784,A
7005,-1.34,,-0.35,-1.821,0.825,,-1.779,-1.062,-0.006,2.0,-1.7089999914169312,1.01,0.026,,0.278,E
7006,-14.402,O,-11.011,-1.702,1.326,-1.356,,,3.0,3.0,4.015,,1.915,0.049,0.711,B
7007,,R,19.143,-0.776,,0.198,-0.35,-0.212,0.02,1.0,1.005,2.118,-0.084,0.038,0.586,A
7008,-1.047,,-2.116,-1.141,0.604,0.619,-1.139,-0.828,0.58,0.0,0.049,,-0.106,-1.709,0.17,C
7009,-9.595,O,12.373,0.86,,-1.293,,2.147,-0.526,0.0,,-1.444,0.774,-0.948,-2.791,A
7010,-3.699,S,20.045,-1.24,-0.521,0.79,-0.516,-0.817,1.184,1.0,1.062,-0.668,-0.053,,0.187,A
7011,-16.123,N,-6.035,,,-1.271,,2.915,5.0,4.0,1.026,-0.811,,-0.513,-0.715,B
7012,-4.264,R,19.769,,-0.05,0.701,0.006,-0.516,0.889,1.0,,-0.122,-0.099,-0.08,0.031,A
7013,-13.021,O,-11.647,-0.565,0.735,-1.517,-0.271,,2.0,1.0,1.016,-0.491,,0.945,,B
7014,-4.931,,,-0.828,-0.743,0.402,,-1.013,0.826,1.0,1.018,-0.436,-0.001,0.241,,A
7015,-14.712,,-11.576,-1.477,,-0.837,-1.231,-0.533,-0.975,0.0,0.059,-0.893,,0.844,,B
7016,,,0.099,-1.387,-0.365,0.374,-0.819,-0.664,1.0,0.0,-0.6110000014305115,,-0.62,0.363,-0.915,E
7017,,S,19.838,,-0.819,,-0.104,,1.24,3.0,4.028,-1.415,,0.228,-0.203,A
7018,,U,-3.219,-0.09,,,3.96,1.813,-2.312,1.0,-0.7950000166893005,-1.139,-1.486,,-1.184,D
7019,-1.441,,,-1.782,0.69,0.566,-1.609,-0.136,5.0,4.0,1.025,-0.311,,0.587,-1.333,E
7020,-2.571,K,0.176,-1.076,,-0.397,-0.654,-1.141,-0.582,3.0,4.014,,-0.757,-1.049,0.586,E
7021,-3.373,L,,-2.214,-0.903,-0.21,-0.418,-0.484,0.08,1.0,-1.3940000534057617,0.283,,0.634,,E
7022,20.196,S,-3.663,-1.333,-0.347,0.102,1.094,0.038,-1.356,0.074,-1.0240000486373901,0.067,,-0.131,0.004,K
7023,-2.955,K,-1.076,,,-1.538,0.629,-0.148,,1.0,1.055,0.277,,0.251,-0.703,E
7024,,P,-11.077,-1.319,1.987,,-0.84,-2.355,-2.417,3.0,4.054,,1.26,1.492,,B
7025,21.431,U,-3.015,-1.311,-0.623,-1.117,0.112,,-0.91,-0.418,-0.2980000078678131,-0.077,0.01,-0.022,-0.446,G
7026,21.33,T,-2.04,-1.038,-0.693,-1.015,,-0.72,-0.27,-0.212,-0.2919999957084656,0.082,0.628,,-0.85,G
7027,-13.506,P,,-1.899,0.689,,0.474,-0.809,-1.568,4.0,1.055,-1.044,0.287,0.545,0.55,F
7028,21.38,,-3.077,-1.172,-0.707,-1.191,-0.069,-0.331,-0.528,,-0.4909999966621399,0.055,,-0.179,-0.473,G
7029,16.319,Q,-6.512,-0.027,-2.018,,-0.052,1.034,0.973,,,0.5,,1.916,0.771,K
7030,-14.725,L,-1.049,-1.453,1.495,-1.673,-1.337,5.166,3.0,0.0,0.056,0.095,2.262,-1.146,-0.514,F
7031,4.961,N,,0.667,,0.955,,-0.713,3.0,3.0,0.7549999952316284,0.719,-1.597,-1.585,-1.423,B
7032,-8.526,V,,6.279,-1.057,0.093,,-1.917,1.666,-0.2,,0.195,,,,L
7033,-7.643,I,-10.476,3.821,-0.776,-0.434,1.028,-4.429,2.621,0.597,,2.25,2.956,-4.738,,L
7034,-12.912,P,-13.945,-2.599,,1.429,0.6,-1.546,1.0,0.0,0.016,-0.699,-0.805,0.084,-0.336,B
7035,-3.586,,19.977,,0.124,,-0.168,-0.478,1.0,0.0,0.055,,,-0.202,0.266,A
7036,-3.484,T,20.322,-1.227,-0.44,1.029,,-0.762,1.186,3.0,0.3779999911785126,-0.733,,0.146,0.309,A
7037,-9.761,,-1.575,3.44,7.588,-3.91,1.173,-0.889,,0.0,0.014,,-3.269,1.297,4.943,C
7038,-7.447,R,,0.621,-0.302,-0.526,,-0.951,,1.0,1.041,2.455,,-0.055,,A
7039,-4.461,,-0.023,,-0.918,,0.701,0.7,-0.021,1.0,1.042,-0.4,-0.482,0.951,,E
7040,,Y,-5.034,10.349,-6.295,3.659,-0.273,2.238,,-1.171,0.3610000014305115,-0.311,-5.25,,1.178,L
7041,21.214,U,-3.94,-1.47,-0.976,-1.362,,-0.492,-0.08,-1.054,0.2709999978542328,-0.174,0.471,0.056,,G
7042,-3.518,,20.047,-0.961,-0.72,0.985,-0.681,-0.814,1.49,0.0,0.041,-0.902,,,0.089,A
7043,-3.423,K,-1.68,,,-1.26,1.285,1.198,0.478,0.669,0.7670000195503235,,-1.061,-0.192,0.339,J
7044,,,-3.344,,0.008,-0.71,,0.942,4.0,2.0,4.017,,-1.121,,0.127,C
7045,16.608,I,-0.868,1.431,-0.021,2.411,,-0.172,1.438,0.353,3.257999897003174,1.845,2.262,0.785,0.379,K
7046,,Q,-14.52,-1.579,-0.239,0.876,-0.336,-3.41,1.138,0.0,0.9169999957084656,-0.355,-0.185,0.103,,B
7047,21.255,U,-3.879,,,-1.347,-0.147,,-0.027,,,-0.107,0.287,-0.045,0.031,K
7048,-6.804,P,-2.648,9.019,-1.396,0.752,-0.316,-1.493,0.017,-2.532,0.8679999709129333,-0.829,1.04,-2.151,,L
7049,,J,-1.433,-0.478,0.618,,-1.418,-0.002,6.0,0.0,0.02,0.309,-0.229,-1.777,1.771,E
7050,21.327,U,-2.216,-1.252,,-1.412,0.185,-0.832,-0.311,1.0,0.6430000066757202,,0.733,0.24,-0.398,G
7051,-3.589,S,,-1.07,-0.628,0.821,-0.586,-0.726,1.183,0.0,,-0.717,-0.032,0.538,,A
7052,4.501,,0.861,-0.55,,4.33,,-0.056,-2.088,2.0,4.023,0.5,1.717,-0.069,0.233,E
7053,-13.91,O,-11.361,-0.909,0.728,,-3.005,1.498,0.84,0.0,0.8399999737739563,0.181,,0.078,-0.403,F
7054,-0.595,P,,4.337,13.221,-2.818,2.851,-0.069,1.724,0.0,-0.4320000112056732,,,,-1.627,C
7055,,M,-0.786,2.16,8.596,-2.515,-0.194,0.769,4.0,2.0,0.1809999942779541,-0.826,-2.116,,,C
7056,,V,-3.422,-0.921,,,,-0.265,0.412,-0.52,1.1679999828338623,,1.34,0.32,0.272,G
7057,,V,7.284,,-2.922,-1.613,,1.289,-3.333,0.868,-1.1330000162124634,,,3.556,-1.311,L
7058,-12.2,P,,-1.158,-0.075,0.482,,0.36,1.766,2.0,4.025,0.391,,0.215,0.175,B
7059,0.007,K,0.066,-2.178,0.066,0.755,,-0.797,5.0,4.0,1.036,,-0.311,,-0.759,C
7060,-6.39,J,-2.249,,-0.913,-2.571,3.69,1.056,,0.854,-0.07500000298023224,-0.273,1.127,0.719,,J
7061,-9.513,N,-10.969,,,0.419,0.216,,,0.0,0.005,-0.142,-0.633,-1.113,0.4,F
7062,-5.945,J,,-1.469,-1.107,-2.373,1.892,-0.015,0.458,-0.644,-0.25699999928474426,,-0.66,,-0.094,J
7063,-14.594,N,,-2.349,1.52,-1.817,-2.074,,-0.073,4.0,0.902999997138977,,1.791,-1.139,-0.447,F
7064,21.341,U,-2.965,-0.936,-0.911,-1.42,-0.664,0.04,-0.397,4.0,1.004,-0.356,0.769,0.62,,G
7065,-1.611,I,-0.761,0.964,,-2.184,0.69,-0.985,-0.059,0.0,0.042,-1.504,-1.303,,-0.954,C
7066,,,-0.327,0.679,,0.601,,0.641,-2.143,4.0,1.062,-0.21,-1.558,0.025,-1.557,E
7067,-2.93,K,-0.234,-2.375,,0.313,-0.685,-0.699,-0.758,1.0,-0.37700000405311584,0.643,0.212,0.55,-0.218,E
7068,-7.507,Y,,-1.554,-1.566,-3.437,4.158,0.324,1.85,0.654,-0.23899999260902405,0.012,0.786,0.626,0.322,J
7069,-0.31,T,,,3.458,-0.133,-1.248,-1.115,-0.42,-1.715,2.2260000705718994,0.485,,4.684,0.171,L
7070,14.523,V,0.695,5.787,,0.042,-1.171,,3.206,0.0,0.061,,0.368,,0.101,C
7071,-4.684,J,-1.146,-1.396,,-1.682,2.823,2.044,0.95,1.358,,,-0.228,2.305,-0.413,J
7072,-3.715,K,,-1.676,-0.404,-1.883,0.405,0.426,0.803,1.0,-0.289000004529953,,-0.698,-0.413,-1.337,C
7073,3.231,J,0.001,-1.232,,3.029,-4.025,-0.222,3.0,0.0,1.315999984741211,,0.656,,,E
7074,9.189,Q,2.632,5.415,8.259,0.637,-2.106,-0.374,1.429,1.0,1.064,,1.137,,-0.366,C
7075,-2.756,T,,,-1.274,2.096,-0.656,,0.001,-2.862,1.0019999742507935,0.591,,-0.507,2.483,L
7076,,U,-3.426,-0.322,-0.118,-1.446,-0.433,-0.651,0.551,2.0,4.031,-0.796,1.143,-0.027,0.479,C
7077,-3.066,J,-0.432,-1.323,-0.265,0.692,2.924,1.632,2.0,1.0,-0.41999998688697815,-0.424,0.793,-0.343,,D
7078,,P,,0.747,0.219,-0.305,,2.436,,1.0,-1.1399999856948853,1.912,-3.136,0.238,,F
7079,-3.554,R,19.621,-1.446,,0.396,,-0.365,,1.0,,0.543,-0.466,-0.434,0.127,A
7080,,,20.091,-0.985,-0.69,0.982,-0.751,,1.527,1.0,0.2759999930858612,-0.497,-0.096,,0.139,A
7081,-7.137,I,-1.068,-1.621,-1.401,-2.62,2.983,0.665,1.795,,-1.4600000381469727,-0.313,0.745,,,J
7082,-13.697,P,-12.471,-2.518,-0.436,2.443,1.623,,2.0,4.0,1.03,-0.81,,0.268,,D
7083,,N,-5.543,0.253,1.633,-0.673,-1.781,,-0.847,1.0,1.061,1.046,,0.227,0.351,A
7084,21.012,T,,-1.183,-0.717,-1.628,,,,,0.30300000309944153,-0.224,,0.243,,G
7085,,,20.125,,,0.783,-0.182,-0.656,0.873,3.0,4.044,-0.299,-0.193,0.32,-0.161,A
7086,-3.365,S,20.091,-1.137,-0.547,0.9,,-0.513,0.934,0.0,0.002,,-0.056,0.444,0.061,A
7087,20.724,T,-2.889,-0.0,-1.283,,,0.252,0.268,0.964,-0.3409999907016754,0.14,,,0.005,G
7088,-9.059,M,0.057,2.508,-1.642,,,-1.208,-2.5,4.0,1.058,5.796,-0.37,,-0.22,F
7089,-0.615,K,,-0.734,1.485,-0.091,-1.682,,-0.194,0.0,0.059,-0.157,-0.552,-0.052,0.267,E
7090,-3.191,L,0.369,-1.72,-0.052,0.274,-0.678,,-0.562,4.0,1.052,0.278,-0.438,1.244,-0.435,E
7091,21.425,U,-1.58,,-0.68,-1.102,-0.059,-0.265,-0.624,0.422,0.15199999511241913,-0.04,0.426,0.279,-0.401,G
7092,,S,,-0.987,-0.868,0.612,-0.283,-0.437,0.947,0.0,-0.1080000028014183,,0.17,,-0.258,A
7093,,U,-4.121,-1.143,-0.892,,,-0.298,-0.696,-0.172,,-0.113,0.174,0.064,,G
7094,-11.707,,7.293,-1.683,-0.84,,1.719,1.853,,1.0,1.051,-1.115,-0.178,-1.255,,D
7095,,U,-4.054,-1.27,-0.787,-1.136,-0.073,-0.55,,-0.351,0.08900000154972076,0.02,0.387,0.171,,K
7096,-3.426,S,,,-0.395,0.939,-0.663,-0.685,7.0,1.0,0.16699999570846558,-0.272,-0.066,0.264,,A
7097,-3.658,,20.011,-1.061,-0.739,0.933,-0.614,,1.344,4.0,,-0.693,,0.052,0.214,A
7098,-4.04,,,,,0.965,0.1,-0.934,,1.0,1.012,-0.247,-0.165,0.015,-0.017,A
7099,1.996,,-0.972,-0.886,1.214,3.562,-3.083,0.537,,4.0,2.0769999027252197,,,0.594,0.071,D
7100,,U,,,-1.128,,2.515,-3.691,,2.0,4.044,2.249,-0.479,-1.737,-1.676,B
7101,21.39,T,-2.509,-1.224,-0.863,-1.043,0.151,,3.0,0.0,,0.07,,-0.193,-0.076,G
7102,-3.807,S,20.033,-1.167,0.161,0.64,-0.16,-0.766,,3.0,4.043,0.138,-0.364,-0.344,0.198,A
7103,,Y,-3.679,0.22,-1.48,-2.4,3.239,,1.121,-1.342,0.8989999890327454,0.841,-0.501,-0.587,,J
7104,-4.633,R,19.583,-1.26,0.21,0.477,,-0.519,0.36,0.0,0.067,0.385,-0.239,-0.508,0.146,A
7105,-3.255,S,20.194,-1.111,-0.375,0.893,-0.639,-0.647,1.0,0.0,0.016,-0.245,-0.253,-0.02,0.236,A
7106,-2.553,N,,11.036,,,0.435,-0.639,-2.102,-1.743,-2.0369999408721924,,3.251,0.268,0.67,L
7107,,P,-12.085,-2.91,-0.195,3.612,3.176,-0.618,-0.979,1.0,1.051,-0.461,-0.939,-0.437,-0.434,B
7108,-6.758,,17.894,-0.051,,0.302,0.392,0.67,7.0,1.0,1.05,1.992,0.517,-0.034,-0.222,A
7109,12.632,U,-2.155,1.087,1.473,9.779,6.975,2.03,2.0,4.0,1.003,,2.4,-1.331,1.078,D
7110,,K,,,1.65,3.462,3.287,1.239,-0.502,0.0,0.027,0.224,,-2.497,0.032,C
7111,-3.509,S,20.231,-0.978,,,,-0.708,0.949,0.0,0.048,-0.505,-0.394,,,A
7112,-3.845,L,-0.456,-1.841,-0.521,,0.317,-0.643,0.362,4.0,1.062,0.562,0.051,-0.769,0.666,E
7113,15.193,T,,,,-1.886,-0.019,,1.897,3.0,4.064,-1.242,0.669,0.015,0.417,C
7114,-13.066,Y,-3.425,3.11,-2.512,-3.716,6.727,,-0.614,0.323,3.7139999866485596,0.104,-0.114,,0.244,J
7115,21.241,,-3.325,-1.424,-0.805,-1.357,-0.16,-0.253,-1.079,,-0.14000000059604645,-0.041,,0.093,-0.57,G
7116,-14.947,O,-8.157,-1.483,0.769,-0.316,0.838,0.861,-2.828,3.0,4.064,-1.503,,0.798,,F
7117,-15.299,M,-7.17,-1.183,0.333,-1.625,-0.765,1.678,-1.181,4.0,1.019,,1.992,,-1.825,B
7118,-2.382,,20.263,,-0.289,,-0.797,-0.795,1.021,0.0,,-0.079,-0.454,,0.122,A
7119,-12.25,N,-11.119,0.941,0.937,-1.405,-1.025,,,1.0,1.8079999685287476,,-0.43,-1.078,-1.242,B
7120,-4.624,,,12.238,-5.852,0.888,,1.747,-2.092,-1.01,-0.008999999612569809,-1.059,-0.225,1.539,-0.551,L
7121,21.004,T,,,,-0.881,0.166,-0.444,,0.0,-0.19099999964237213,,,-0.211,,G
7122,-9.667,W,-1.872,7.667,-3.595,-2.54,,,-0.381,,-1.0889999866485596,5.657,2.382,1.975,,K
7123,,R,19.858,-1.179,-0.289,0.616,-0.491,-0.483,1.0,0.0,0.056,-0.044,,0.059,0.333,A
